id	sentence	pros	formula
15089	Les enfants ne portent pas de collants noirs et ne sautillent pas	p(0,p(0,'Les',enfants),p(0,p(0,ne,p(0,portent,p(0,pas,p(0,de,p(0,collants,noirs))))),p(0,et,p(0,ne,p(1,sautillent,pas)))))	appl(appl(appl(word(8),appl(word(9),lambda(A,appl(word(11),appl(word(10),A))))),appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(7),word(6))))))),appl(word(0),word(1)))
15090	Les enfants portent des collants noirs et sautillent	p(0,p(0,'Les',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15092	Certains enfants portent des collants noirs et sautillent	p(0,p(0,'Certains',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15093	Les enfants ne portent pas de collants noirs et ne sautillent pas	p(0,p(0,'Les',enfants),p(0,p(0,ne,p(0,portent,p(0,pas,p(0,de,p(0,collants,noirs))))),p(0,et,p(0,ne,p(1,sautillent,pas)))))	appl(appl(appl(word(8),appl(word(9),lambda(A,appl(word(11),appl(word(10),A))))),appl(word(2),appl(word(3),appl(word(4),appl(word(5),appl(word(7),word(6))))))),appl(word(0),word(1)))
15096	Les enfants portent des collants noirs et sautillent	p(0,p(0,'Les',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15098	Les enfants portent des collants noirs et sautillent	p(0,p(0,'Les',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15099	Les enfants portent des collants noirs et sautillent	p(0,p(0,'Les',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15101	Les enfants portent des collants noirs et sautillent	p(0,p(0,'Les',enfants),p(0,portent,p(0,des,p(0,collants,p(0,noirs,p(0,et,sautillent))))))	appl(appl(word(2),appl(word(3),appl(appl(appl(word(6),word(7)),word(5)),word(4)))),appl(word(0),word(1)))
15103	Une petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'Une',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15104	La petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'La',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15106	Une petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'Une',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15112	Une petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'Une',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15113	Une petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'Une',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15116	La petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'La',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15120	Une petite fille sourit et porte un faux nez et des lunettes	p(0,p(0,'Une',p(0,petite,fille)),p(0,sourit,p(0,et,p(0,porte,p(0,p(0,un,p(0,faux,nez)),p(0,et,p(0,des,lunettes)))))))	appl(appl(appl(word(4),appl(word(5),appl(appl(word(9),appl(word(10),word(11))),appl(word(6),appl(word(7),word(8)))))),word(3)),appl(word(0),appl(word(1),word(2))))
15122	Un homme jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(0,p(0,'Un',homme),p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,p(0,p(0,p(0,bouche,p(0,'d\'',p(0,un,chien))),blanc),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))))))	appl(appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(6),appl(word(7),appl(appl(word(13),appl(word(14),appl(appl(word(16),word(17)),word(15)))),appl(word(12),appl(appl(word(9),appl(word(10),word(11))),word(8))))))),appl(word(0),word(1)))
15123	Un homme jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(0,p(0,'Un',homme),p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,p(0,p(0,p(0,bouche,p(0,'d\'',p(0,un,chien))),blanc),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))))))	appl(appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(6),appl(word(7),appl(appl(word(13),appl(word(14),appl(appl(word(16),word(17)),word(15)))),appl(word(12),appl(appl(word(9),appl(word(10),word(11))),word(8))))))),appl(word(0),word(1)))
15124	Il n'y a pas d'homme qui jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,p(0,homme,p(0,qui,p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,bouche))))),p(0,'d\'',p(0,un,p(0,chien,blanc)))))))))),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))	appl(appl(word(19),appl(word(20),appl(appl(word(22),word(23)),word(21)))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(15),appl(word(16),appl(word(18),word(17)))),appl(appl(word(7),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(12),appl(word(13),word(14))))),word(6)))))),word(2))),word(0)))
15129	Un homme jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(0,p(0,'Un',homme),p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,p(0,p(0,p(0,bouche,p(0,'d\'',p(0,un,chien))),blanc),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))))))	appl(appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(6),appl(word(7),appl(appl(word(13),appl(word(14),appl(appl(word(16),word(17)),word(15)))),appl(word(12),appl(appl(word(9),appl(word(10),word(11))),word(8))))))),appl(word(0),word(1)))
15132	Un homme jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(0,p(0,'Un',homme),p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,p(0,p(0,p(0,bouche,p(0,'d\'',p(0,un,chien))),blanc),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))))))	appl(appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(6),appl(word(7),appl(appl(word(13),appl(word(14),appl(appl(word(16),word(17)),word(15)))),appl(word(12),appl(appl(word(9),appl(word(10),word(11))),word(8))))))),appl(word(0),word(1)))
15136	Il n'y a pas d'homme qui jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,'d\'',p(0,p(0,homme,p(0,qui,p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,bouche))))),p(0,'d\'',p(0,un,p(0,chien,blanc)))))))))),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))	appl(appl(word(19),appl(word(20),appl(appl(word(22),word(23)),word(21)))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(15),appl(word(16),appl(word(18),word(17)))),appl(appl(word(7),appl(appl(word(8),appl(word(9),appl(word(10),word(11)))),appl(word(12),appl(word(13),word(14))))),word(6)))))),word(2))),word(0)))
15138	Un homme jette de l'eau dans la bouche d'un chien blanc avec un pistolet à eau	p(0,p(0,'Un',homme),p(0,p(0,jette,p(0,de,p(0,'l\'',eau))),p(0,dans,p(0,la,p(0,p(0,p(0,bouche,p(0,'d\'',p(0,un,chien))),blanc),p(0,avec,p(0,un,p(0,pistolet,p(0,@,eau)))))))))	appl(appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(6),appl(word(7),appl(appl(word(13),appl(word(14),appl(appl(word(16),word(17)),word(15)))),appl(word(12),appl(appl(word(9),appl(word(10),word(11))),word(8))))))),appl(word(0),word(1)))
15146	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15147	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15148	Un enfant s'endort	p(0,p(0,'Un',enfant),p(0,'s\'',endort))	appl(appl(word(3),word(2)),appl(word(0),word(1)))
15151	Un enfant s'endort	p(0,p(0,'Un',enfant),p(0,'s\'',endort))	appl(appl(word(3),word(2)),appl(word(0),word(1)))
15153	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15155	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15158	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15160	Un enfant vit un nouveau monde	p(0,p(0,'Un',enfant),p(0,vit,p(0,un,p(0,nouveau,monde))))	appl(appl(word(2),appl(word(3),appl(word(4),word(5)))),appl(word(0),word(1)))
15163	Il n'y a pas de chien marchant le long d'une drift de neige	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,chien,marchant))))))),p(0,le,p(0,p(0,long,p(0,'d\'',p(0,une,drift))),p(0,de,neige))))	appl(appl(word(8),appl(appl(word(13),word(14)),appl(appl(word(10),appl(word(11),word(12))),word(9)))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(word(7),word(6))))),word(2))),word(0)))
15165	Un chien joue seul sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15166	Un chien joue seul sur le rivage couvert de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,le,p(0,rivage,p(0,couvert,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15167	Un chien joue seul sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15168	Un chien dort sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),dort),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),appl(word(7),word(8))),word(5)))),appl(word(2),appl(word(0),word(1))))
15169	Un chien joue seul sur le rivage couvert de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,le,p(0,rivage,p(0,couvert,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15171	Un chien dort sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),dort),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(3),appl(word(4),appl(appl(word(6),appl(word(7),word(8))),word(5)))),appl(word(2),appl(word(0),word(1))))
15174	Un chien joue seul sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15175	Un chien joue seul sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15176	Il n'y a pas de chien marchant le long d'une drift de neige	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,chien,marchant))))))),p(0,le,p(0,p(0,long,p(0,'d\'',p(0,une,drift))),p(0,de,neige))))	appl(appl(word(8),appl(appl(word(13),word(14)),appl(appl(word(10),appl(word(11),word(12))),word(9)))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(word(7),word(6))))),word(2))),word(0)))
15177	Un chien joue seul sur une plage couverte de neige	p(1,p(0,p(0,'Un',chien),p(0,joue,seul)),p(0,sur,p(0,une,p(0,plage,p(0,couverte,p(0,de,neige))))))	appl(appl(word(4),appl(word(5),appl(appl(word(7),appl(word(8),word(9))),word(6)))),appl(appl(word(2),word(3)),appl(word(0),word(1))))
15179	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15180	Le chien brun clair court dans une rue	p(1,p(0,p(0,'Le',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15181	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15182	Il n'y a pas de chien brun clair courant dans une rue	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,chien,brun),clair),p(1,courant,p(0,dans,p(0,une,rue))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(10),appl(word(11),word(12))),word(9)),appl(word(8),appl(word(7),word(6))))))),word(2))),word(0))
15184	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15190	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15191	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15194	Le chien brun clair court dans une rue	p(1,p(0,p(0,'Le',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15196	Il n'y a pas de chien brun clair courant dans une rue	p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,chien,brun),clair),p(1,courant,p(0,dans,p(0,une,rue))))))))))	appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(appl(word(10),appl(word(11),word(12))),word(9)),appl(word(8),appl(word(7),word(6))))))),word(2))),word(0))
15200	Un chien brun clair court dans une rue	p(1,p(0,p(0,'Un',p(0,p(0,chien,brun),clair)),court),p(0,dans,p(0,une,rue)))	appl(appl(word(5),appl(word(6),word(7))),appl(word(4),appl(word(0),appl(word(3),appl(word(2),word(1))))))
15201	Un homme et une femme marchent dans la rue d'une ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,la,p(0,rue,p(0,'d\'',p(0,une,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15202	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15203	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15209	Les gens marchent à travers une foule dans la rue	p(1,p(1,p(0,p(0,'Les',gens),marchent),p(0,p(0,@,travers),p(0,une,foule))),p(0,dans,p(0,la,rue)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(3),word(4)),appl(word(5),word(6))),appl(word(2),appl(word(0),word(1)))))
15212	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15213	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15215	Les gens marchent à travers une foule dans la rue	p(1,p(1,p(0,p(0,'Les',gens),marchent),p(0,p(0,@,travers),p(0,une,foule))),p(0,dans,p(0,la,rue)))	appl(appl(word(7),appl(word(8),word(9))),appl(appl(appl(word(3),word(4)),appl(word(5),word(6))),appl(word(2),appl(word(0),word(1)))))
15216	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15217	Un homme et une femme marchent dans la rue d'une ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,la,p(0,rue,p(0,'d\'',p(0,une,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15222	Un homme et une femme marchent dans une rue de la ville	p(1,p(0,p(0,p(0,'Un',homme),p(0,et,p(0,une,femme))),marchent),p(0,dans,p(0,une,p(0,rue,p(0,de,p(0,la,ville))))))	appl(appl(word(6),appl(word(7),appl(appl(word(9),appl(word(10),word(11))),word(8)))),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),appl(word(0),word(1)))))
15229	Le surfeur surfe sur une petite vague	p(1,p(0,p(0,'Le',surfeur),surfe),p(0,sur,p(0,une,p(0,petite,vague))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(2),appl(word(0),word(1))))
15231	Le grand surfeur chevauche et agite	p(0,p(0,'Le',p(0,grand,surfeur)),p(0,chevauche,p(0,et,agite)))	appl(appl(appl(word(4),word(5)),word(3)),appl(word(0),appl(word(1),word(2))))
15236	Le surfeur surfe sur une petite vague	p(1,p(0,p(0,'Le',surfeur),surfe),p(0,sur,p(0,une,p(0,petite,vague))))	appl(appl(word(3),appl(word(4),appl(word(5),word(6)))),appl(word(2),appl(word(0),word(1))))
15238	Le grand surfeur chevauche et agite	p(0,p(0,'Le',p(0,grand,surfeur)),p(0,chevauche,p(0,et,agite)))	appl(appl(appl(word(4),word(5)),word(3)),appl(word(0),appl(word(1),word(2))))
15263	Une personne portant un pantalon gris est en vol sur un snowboard	p(0,p(0,'Une',p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris)),p(1,p(0,est,p(0,en,vol)),p(0,sur,p(0,un,snowboard))))	appl(lambda(A,appl(appl(word(9),appl(word(10),word(11))),appl(appl(word(6),appl(word(7),word(8))),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
15264	Une personne porte un pantalon gris sur un snowboard	p(1,p(0,p(0,'Une',personne),p(0,porte,p(0,un,p(0,pantalon,gris)))),p(0,sur,p(0,un,snowboard)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
15265	Il n'y a pas de personne portant un pantalon gris qui est en vol sur un snowboard	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris),p(0,qui,p(0,est,p(0,en,vol)))))))))),p(0,sur,p(0,un,snowboard)))	appl(appl(word(15),appl(word(16),word(17))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(11),appl(word(12),appl(word(13),word(14)))),appl(word(10),appl(appl(word(7),appl(word(8),word(9))),word(6))))))),word(2))),word(0)))
15266	Une personne portant un pantalon gris est en vol sur un snowboard	p(0,p(0,'Une',p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris)),p(1,p(0,est,p(0,en,vol)),p(0,sur,p(0,un,snowboard))))	appl(lambda(A,appl(appl(word(9),appl(word(10),word(11))),appl(appl(word(6),appl(word(7),word(8))),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
15268	Un snowboarder saute dans les airs	p(1,p(0,p(0,'Un',snowboarder),saute),p(0,dans,p(0,les,airs)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15269	Une femme de snowboard saute dans l'air	p(0,p(0,'Une',p(0,femme,p(0,de,snowboard))),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
15271	Un snowboarder saute dans les airs	p(1,p(0,p(0,'Un',snowboarder),saute),p(0,dans,p(0,les,airs)))	appl(appl(word(3),appl(word(4),word(5))),appl(word(2),appl(word(0),word(1))))
15272	Une personne portant un pantalon gris est en vol sur un snowboard	p(0,p(0,'Une',p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris)),p(1,p(0,est,p(0,en,vol)),p(0,sur,p(0,un,snowboard))))	appl(lambda(A,appl(appl(word(9),appl(word(10),word(11))),appl(appl(word(6),appl(word(7),word(8))),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
15273	Une femme de snowboard saute dans l'air	p(0,p(0,'Une',p(0,femme,p(0,de,snowboard))),p(0,saute,p(0,dans,p(0,'l\'',air))))	appl(appl(word(4),appl(word(5),appl(word(6),word(7)))),appl(word(0),appl(appl(word(2),word(3)),word(1))))
15274	Une personne portant un pantalon gris est en vol sur un snowboard	p(0,p(0,'Une',p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris)),p(1,p(0,est,p(0,en,vol)),p(0,sur,p(0,un,snowboard))))	appl(lambda(A,appl(appl(word(9),appl(word(10),word(11))),appl(appl(word(6),appl(word(7),word(8))),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
15275	Une personne porte un pantalon gris sur un snowboard	p(1,p(0,p(0,'Une',personne),p(0,porte,p(0,un,p(0,pantalon,gris)))),p(0,sur,p(0,un,snowboard)))	appl(appl(word(6),appl(word(7),word(8))),appl(appl(word(2),appl(word(3),appl(word(5),word(4)))),appl(word(0),word(1))))
15277	Il n'y a pas de personne portant un pantalon gris qui est en vol sur un snowboard	p(1,p(0,'Il',p(0,'n\'',p(0,y,p(0,a,p(0,pas,p(0,de,p(0,p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris),p(0,qui,p(0,est,p(0,en,vol)))))))))),p(0,sur,p(0,un,snowboard)))	appl(appl(word(15),appl(word(16),word(17))),appl(appl(word(1),appl(appl(word(3),appl(word(4),appl(word(5),appl(appl(word(11),appl(word(12),appl(word(13),word(14)))),appl(word(10),appl(appl(word(7),appl(word(8),word(9))),word(6))))))),word(2))),word(0)))
15280	Une personne portant un pantalon gris est en vol sur un snowboard	p(0,p(0,'Une',p(0,p(0,personne,p(0,portant,p(0,un,pantalon))),gris)),p(1,p(0,est,p(0,en,vol)),p(0,sur,p(0,un,snowboard))))	appl(lambda(A,appl(appl(word(9),appl(word(10),word(11))),appl(appl(word(6),appl(word(7),word(8))),A))),appl(word(0),appl(word(5),appl(appl(word(2),appl(word(3),word(4))),word(1)))))
